Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
The Legend of Zelda,NES,1986,Action,Nintendo,3.74,0.93,1.69,0.14,6.51,NA,NA,NA,NA,NA,NA
World Class Track Meet,NES,1986,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08,NA,NA,NA,NA,NA,NA
Metroid,NES,1986,Action,Nintendo,1.33,0.31,1.04,0.05,2.73,NA,NA,NA,NA,NA,NA
Super Mario Bros.: The Lost Levels,NES,1986,Platform,Nintendo,0,0,2.65,0,2.65,NA,NA,NA,NA,NA,NA
Dragon Warrior,NES,1986,Role-Playing,Capcom,0.49,0,0.52,1.51,2.52,NA,NA,NA,NA,NA,NA
Pro Yakyuu Family Stadium,NES,1986,Sports,Namco Bandai Games,0.15,0,2.05,0,2.2,NA,NA,NA,NA,NA,NA
Rad Racer,NES,1986,Racing,Nintendo,1.13,0.37,0.41,0.05,1.96,NA,NA,NA,NA,NA,NA
Kid Icarus,NES,1986,Platform,Nintendo,0.53,0.12,1.09,0.02,1.76,NA,NA,NA,NA,NA,NA
Ghosts 'n Goblins,NES,1986,Action,Capcom,0.74,0.26,0.61,0.03,1.64,NA,NA,NA,NA,NA,NA
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,1986,Platform,Hudson Soft,0,0,1.5,0,1.5,NA,NA,NA,NA,NA,NA
Gradius,NES,1986,Shooter,Konami Digital Entertainment,0.27,0.08,1,0.01,1.36,NA,NA,NA,NA,NA,NA
Castlevania,NES,1986,Platform,Konami Digital Entertainment,0.54,0.06,0.62,0.01,1.23,NA,NA,NA,NA,NA,NA
TwinBee,NES,1986,Shooter,Konami Digital Entertainment,0,0,1.2,0,1.2,NA,NA,NA,NA,NA,NA
Ganbare Goemon! Karakuri Douchuu,NES,1986,Platform,Konami Digital Entertainment,0,0,1.2,0,1.2,NA,NA,NA,NA,NA,NA
Doraemon,NES,1986,Action,Hudson Soft,0,0,1.15,0,1.15,NA,NA,NA,NA,NA,NA
Commando,NES,1986,Action,Capcom,0.71,0.16,0.25,0.03,1.14,NA,NA,NA,NA,NA,NA
Adventure Island,NES,1986,Platform,Hudson Soft,0,0,1.05,0,1.05,NA,NA,NA,NA,NA,NA
Star Soldier,NES,1986,Shooter,Hudson Soft,0.32,0.06,0.57,0.01,0.96,NA,NA,NA,NA,NA,NA
The Mysterious Murasame Castle,NES,1986,Action,Nintendo,0,0,0.57,0,0.57,NA,NA,NA,NA,NA,NA
Solaris,2600,1986,Shooter,Atari,0.35,0.02,0,0,0.37,NA,NA,NA,NA,NA,NA
RealSports Boxing,2600,1986,Sports,Atari,0.28,0.02,0,0,0.29,NA,NA,NA,NA,NA,NA
