Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Donkey Kong Country,SNES,1994,Platform,Nintendo,4.36,1.71,3,0.23,9.3,NA,NA,NA,NA,NA,NA
Super Mario Land 3: Wario Land,GB,1994,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19,NA,NA,NA,NA,NA,NA
Donkey Kong Land,GB,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,NA,NA,NA,NA,NA,NA
Doom II: Hell on Earth,PC,1994,Shooter,Virgin Interactive,2.05,1.4,0,0.16,3.61,NA,NA,NA,NA,NA,NA
Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,0.86,0,2.55,0.02,3.42,NA,NA,NA,NA,NA,NA
Donkey Kong,GB,1994,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07,NA,NA,NA,NA,NA,NA
Myst,PC,1994,Adventure,Red Orb,0.02,2.79,0,0,2.81,NA,NA,NA,NA,NA,NA
Monopoly,PC,1994,Misc,Hasbro Interactive,1.49,0.81,0,0.1,2.39,NA,NA,NA,NA,NA,NA
Warcraft: Orcs & Humans,PC,1994,Strategy,Activision,0.89,1.08,0,0.11,2.08,NA,NA,NA,NA,NA,NA
Star Wars: Dark Forces,PC,1994,Shooter,LucasArts,1.09,0.77,0,0.09,1.95,NA,NA,NA,NA,NA,NA
Sonic & Knuckles,GEN,1994,Platform,Sega,1.24,0.43,0.03,0.12,1.82,NA,NA,NA,NA,NA,NA
Disney's The Lion King,SNES,1994,Platform,Virgin Interactive,1.26,0.39,0.08,0.06,1.79,NA,NA,NA,NA,NA,NA
Sonic the Hedgehog 3,GEN,1994,Platform,Sega,1.02,0.47,0.2,0.07,1.76,NA,NA,NA,NA,NA,NA
Mortal Kombat 3,SNES,1994,Fighting,Acclaim Entertainment,1.19,0.29,0,0.05,1.53,NA,NA,NA,NA,NA,NA
Super Metroid,SNES,1994,Action,Nintendo,0.57,0.12,0.71,0.02,1.42,NA,NA,NA,NA,NA,NA
Disney's The Lion King,GEN,1994,Platform,Virgin Interactive,0.97,0.37,0.03,0.05,1.41,NA,NA,NA,NA,NA,NA
NBA Jam,SNES,1994,Sports,Acclaim Entertainment,1.19,0.16,0,0.03,1.39,NA,NA,NA,NA,NA,NA
Mortal Kombat 3,GEN,1994,Fighting,Acclaim Entertainment,1.03,0.27,0,0.04,1.34,NA,NA,NA,NA,NA,NA
Battle Arena Toshinden,PS,1994,Fighting,Sony Computer Entertainment,0.39,0.26,0.53,0.08,1.27,69,4,6.3,4,Tamsoft,T
NBA Jam Tournament Edition,GEN,1994,Sports,Acclaim Entertainment,0.95,0.14,0,0.03,1.11,NA,NA,NA,NA,NA,NA
Virtua Fighter,SAT,1994,Fighting,Sega,0.17,0.12,0.77,0.02,1.07,NA,NA,NA,NA,NA,NA
Super Momotarou Dentetsu III,SNES,1994,Simulation,Hudson Soft,0,0,0.91,0,0.91,NA,NA,NA,NA,NA,NA
Derby Stallion II,SNES,1994,Sports,ASCII Entertainment,0,0,0.87,0,0.87,NA,NA,NA,NA,NA,NA
Kamaitachi no Yoru,SNES,1994,Adventure,ChunSoft,0,0,0.81,0,0.81,NA,NA,NA,NA,NA,NA
Super Bomberman 2,SNES,1994,Puzzle,Hudson Soft,0,0,0.81,0,0.81,NA,NA,NA,NA,NA,NA
EarthBound,SNES,1994,Role-Playing,Nintendo,0,0,0.81,0,0.81,NA,NA,NA,NA,NA,NA
Ridge Racer,PS,1994,Racing,Sony Computer Entertainment,0,0,0.74,0.05,0.79,NA,NA,NA,NA,NA,NA
Doom,PS,1994,Shooter,Infogrames,0.43,0.3,0,0.05,0.78,NA,NA,NA,NA,NA,NA
Super Bomberman 3,SNES,1994,Puzzle,Hudson Soft,0,0,0.7,0,0.7,NA,NA,NA,NA,NA,NA
Fire Emblem: Monsh? no Nazo,SNES,1994,Role-Playing,Nintendo,0,0,0.7,0,0.7,NA,NA,NA,NA,NA,NA
Kirby's Dream Course,SNES,1994,Sports,Nintendo,0,0,0.59,0,0.59,NA,NA,NA,NA,NA,NA
Theme Park,PS,1994,Simulation,Electronic Arts,0.24,0.16,0.13,0.04,0.57,NA,NA,NA,NA,NA,NA
Fatal Fury Special,SNES,1994,Fighting,Takara,0,0,0.56,0,0.56,NA,NA,NA,NA,NA,NA
Daytona USA,SAT,1994,Racing,Sega,0,0,0.55,0,0.55,NA,NA,NA,NA,NA,NA
Romance of the Three Kingdoms IV: Wall of Fire,SNES,1994,Strategy,Tecmo Koei,0,0,0.53,0,0.53,NA,NA,NA,NA,NA,NA
J-League Soccer: Prime Goal 2,SNES,1994,Sports,Namco Bandai Games,0,0,0.53,0,0.53,NA,NA,NA,NA,NA,NA
Space Invaders,SNES,1994,Shooter,Taito,0,0,0.46,0,0.46,NA,NA,NA,NA,NA,NA
NHL FaceOff,PS,1994,Sports,Sony Computer Entertainment,0.25,0.17,0,0.03,0.45,NA,NA,NA,NA,NA,NA
Wonder Project J: Kikai no Shonen Pino,SNES,1994,Simulation,Enix Corporation,0,0,0.43,0,0.43,NA,NA,NA,NA,NA,NA
Jikkyou Powerful Pro Yakuu '94,SNES,1994,Sports,Konami Digital Entertainment,0,0,0.41,0,0.41,NA,NA,NA,NA,NA,NA
Samurai Shodown,SNES,1994,Fighting,Takara,0,0,0.4,0,0.4,NA,NA,NA,NA,NA,NA
Super Famista 3,SNES,1994,Sports,Namco Bandai Games,0,0,0.39,0,0.39,NA,NA,NA,NA,NA,NA
ESPN Extreme Games,PS,1994,Sports,Sony Computer Entertainment,0.11,0.08,0.17,0.03,0.38,NA,NA,NA,NA,NA,NA
Kileak: The DNA Imperative,PS,1994,Shooter,Sony Computer Entertainment,0.08,0.06,0.21,0.02,0.37,NA,NA,NA,NA,NA,NA
Super Formation Soccer 94,SNES,1994,Sports,Human Entertainment,0,0,0.37,0,0.37,NA,NA,NA,NA,NA,NA
Super Robot Taisen EX,SNES,1994,Strategy,Banpresto,0,0,0.37,0,0.37,NA,NA,NA,NA,NA,NA
