Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Zelda II: The Adventure of Link,NES,1987,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,NA,NA,NA,NA,NA,NA
Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02,NA,NA,NA,NA,NA,NA
Dragon Warrior II,NES,1987,Role-Playing,Enix Corporation,0.15,0,2.41,0,2.56,NA,NA,NA,NA,NA,NA
Pro Wrestling,NES,1987,Fighting,Nintendo,0.77,0.18,1.42,0.03,2.4,NA,NA,NA,NA,NA,NA
Volleyball,NES,1987,Sports,Nintendo,0.14,0.03,1.98,0,2.15,NA,NA,NA,NA,NA,NA
Pro Yakyuu Family Stadium '87,NES,1987,Sports,Namco Bandai Games,0.12,0,1.3,0,1.42,NA,NA,NA,NA,NA,NA
Gegege no Kitarou 2: Youkai Gundan no Chousen,NES,1987,Role-Playing,Namco Bandai Games,0,0,1.25,0,1.25,NA,NA,NA,NA,NA,NA
Castlevania II: Simon's Quest,NES,1987,Platform,Konami Digital Entertainment,0.45,0.06,0.42,0,0.93,NA,NA,NA,NA,NA,NA
Final Fantasy,NES,1987,Role-Playing,SquareSoft,0.32,0,0.52,0,0.84,NA,NA,NA,NA,NA,NA
Mega Man,NES,1987,Platform,Capcom,0.45,0.08,0.27,0.01,0.81,NA,NA,NA,NA,NA,NA
Kung-Fu Master,2600,1987,Action,Activision,0.6,0.04,0,0.01,0.65,NA,NA,NA,NA,NA,NA
Commando,2600,1987,Action,Activision,0.44,0.02,0,0,0.47,NA,NA,NA,NA,NA,NA
Defender II,2600,1987,Shooter,Atari,0.42,0.02,0,0,0.45,NA,NA,NA,NA,NA,NA
Desert Falcon,2600,1987,Shooter,Atari,0.24,0.01,0,0,0.26,NA,NA,NA,NA,NA,NA
Super Football,2600,1987,Sports,Atari,0.07,0,0,0,0.08,NA,NA,NA,NA,NA,NA
Super Baseball,2600,1987,Sports,Atari,0.07,0,0,0,0.07,NA,NA,NA,NA,NA,NA
