Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Super Mario Bros.,NES,1985,Platform,Nintendo,29.08,3.58,6.81,0.77,40.24,NA,NA,NA,NA,NA,NA
Kung Fu,NES,1985,Action,Nintendo,1.64,0.38,1.42,0.06,3.5,NA,NA,NA,NA,NA,NA
Soccer,NES,1985,Sports,Nintendo,0.18,0.23,1.53,0.02,1.96,NA,NA,NA,NA,NA,NA
Ice Climber,NES,1985,Platform,Nintendo,0.46,0.1,0.92,0.02,1.5,NA,NA,NA,NA,NA,NA
Gyromite,NES,1985,Puzzle,Nintendo,0.73,0.16,0.4,0.03,1.32,NA,NA,NA,NA,NA,NA
Tag Team Match M.U.S.C.L.E.,NES,1985,Fighting,Namco Bandai Games,0,0,1.05,0,1.05,NA,NA,NA,NA,NA,NA
Bomberman,NES,1985,Puzzle,Hudson Soft,0.18,0,0.85,0,1.03,NA,NA,NA,NA,NA,NA
1942,NES,1985,Shooter,Capcom,0.65,0.14,0.21,0,1,NA,NA,NA,NA,NA,NA
Balloon Fight,NES,1985,Platform,Nintendo,0.39,0.09,0.43,0.01,0.92,NA,NA,NA,NA,NA,NA
Wrecking Crew,NES,1985,Platform,Nintendo,0,0,0.51,0,0.51,NA,NA,NA,NA,NA,NA
Ghostbusters,2600,1985,Puzzle,Activision,0.42,0.03,0,0,0.45,NA,NA,NA,NA,NA,NA
Dig Dug,NES,1985,Puzzle,Namco Bandai Games,0,0,0.41,0,0.41,NA,NA,NA,NA,NA,NA
Alter Ego,PC,1985,Simulation,Activision,0,0.03,0,0.01,0.03,59,9,5.8,19,"Viva Media, Viva Media, LLC",T
Strongest Tokyo University Shogi DS,DS,1985,Action,Mycom,0,0,0.02,0,0.02,NA,NA,NA,NA,NA,NA
